date,team1,team2,score,championship
2019-05-10,Livorno,Chievo,3-4,B
2019-05-13,Inter,Chievo,2-0,A
2019-05-13,Bologna,Parma,4-1,A
2019-05-18,Sassuolo,Roma,0-0,A
2019-05-18,Genoa,Cagliari,1-1,A
2019-05-18,Udinese,Spal,3-2,A
2019-05-19,Chievo,Sampdoria,0-0,A
2019-05-19,Juventus,Atalanta,1-1,A
2019-05-19,Parma,Fiorentina,1-0,A
2019-05-19,Milan,Frosinone,2-0,A
2019-05-19,Empoli,Torino,4-1,A
2019-05-19,Napoli,Inter,4-1,A
2019-05-20,Lazio,Bologna,3-3,A
2019-05-25,Frosinone,Chievo,0-0,A
2019-05-25,Bologna,Napoli,3-2,A
2019-05-26,Fiorentina,Genoa,0-0,A
2019-05-26,Cagliari,Udinese,1-2,A
2019-05-26,Roma,Parma,2-1,A
2019-05-26,Inter,Empoli,2-1,A
2019-05-26,Sampdoria,Juventus,2-0,A
2019-05-26,Spal,Milan,2-3,A
2019-05-26,Atalanta,Sassuolo,3-1,A
2019-05-26,Torino,Lazio,3-1,A
2019-06-04,Parma,Torino,0-0,A
2019-06-04,Sampdoria,Roma,0-1,A
2019-06-04,Juventus,Milan,2-1,A
2019-06-04,Foggia,Spezia,1-0,B
2019-06-04,Carpi,Padova,2-1,B
2019-06-04,Perugia,Benevento,2-4,B
2019-06-04,Cittadella,Livorno,4-0,B
2019-06-05,Milan,Bologna,2-1,A
2019-06-05,Foggia,Perugia,1-0,B
2019-06-10,Brescia,Sassuolo,Head to Head,A
2019-06-10,Torino,Napoli,0-0,A
2019-06-10,Roma,Cagliari,1-1,A
2019-06-10,Fiorentina,Udinese,1-0,A
2019-06-10,Inter,Juventus,1-2,A
2019-06-10,Bologna,Lazio,2-2,A
2019-06-10,Atalanta,Lecce,3-1,A
2019-06-10,Ascoli,Pescara,0-2,B
2019-06-10,Cremonese,Cittadella,0-2,B
2019-06-10,Salernitana,Frosinone,1-1,B
2019-07-02,Lazio,Empoli,1-0,A
2019-07-04,Fiorentina,Frosinone,0-1,A
2019-07-04,Inter,Atalanta,0-0,A
2019-07-04,Napoli,Genoa,1-1,A
2019-07-04,Cagliari,Spal,2-1,A
2019-07-04,Lazio,Sassuolo,2-2,A
2019-07-04,Udinese,Empoli,3-2,A
2019-07-04,Cosenza,Crotone,1-0,B
2019-07-04,Ascoli,Pescara,2-1,B
2019-07-04,Cremonese,Lecce,2-0,B
2019-07-12,Lazio,Juventus,,A
2019-07-12,Benevento,Trapani,,B
2019-07-12,Chievo,Cremonese,,B
2019-07-12,Cittadella,Salernitana,,B
2019-07-12,Empoli,Ascoli,,B
2019-07-12,Juve Stabia,Frosinone,,B
2019-07-12,Perugia,Cosenza,,B
2019-07-12,Pescara,Venezia,,B
2019-07-12,Pisa,Entella,,B
2019-07-12,Pordenone,Crotone,,B
2019-07-12,Spezia,Livorno,,B
2019-08-02,Chievo,Roma,0-3,A
2019-08-02,Salernitana,Benevento,0-1,B
2019-08-03,Juventus,Udinese,4-1,A
2019-08-03,Perugia,Verona,1-2,B
2019-08-04,Bologna,Chievo,3-0,A
2019-08-04,Palermo,Verona,1-0,B
2019-08-11,Sassuolo,Bologna,3-1,A
2019-08-11,Crotone,Ascoli,3-1,B
2019-08-12,Atalanta,Verona,,A
2019-08-12,Bologna,Milan,,A
2019-08-12,Lecce,Genoa,,A
2019-08-12,Sampdoria,Parma,,A
2019-08-12,Sassuolo,Cagliari,,A
2019-08-12,Spal,Brescia,,A
2019-08-12,Torino,Fiorentina,,A
2019-08-12,Udinese,Napoli,,A
2019-08-12,Inter,Roma,,A
2019-08-23,Pisa,Benevento,0-0,B
2019-08-24,Parma,Juventus,0-1,A
2019-08-24,Fiorentina,Napoli,3-4,A
2019-08-24,Crotone,Cosenza,0-0,B
2019-08-24,Cittadella,Spezia,0-3,B
2019-08-24,Entella,Livorno,1-0,B
2019-08-24,Venezia,Cremonese,1-2,B
2019-08-24,Salernitana,Pescara,3-1,B
2019-08-24,Ascoli,Trapani,3-1,B
2019-08-25,Cagliari,Brescia,0-1,A
2019-08-25,Sampdoria,Lazio,0-3,A
2019-08-25,Udinese,Milan,1-0,A
2019-08-25,Verona,Bologna,1-1,A
2019-08-25,Spal,Atalanta,2-3,A
2019-08-25,Torino,Sassuolo,2-1,A
2019-08-25,Roma,Genoa,3-3,A
2019-08-25,Empoli,Juve Stabia,2-1,B
2019-08-25,Perugia,Chievo,2-1,B
2019-08-26,Inter,Lecce,4-0,A
2019-08-26,Pordenone,Frosinone,3-0,B
2019-08-30,Bologna,Spal,1-0,A
2019-08-30,Chievo,Empoli,1-1,B
2019-08-31,Milan,Brescia,1-0,A
2019-08-31,Juventus,Napoli,4-3,A
2019-08-31,Cosenza,Salernitana,0-1,B
2019-08-31,Cremonese,Entella,0-1,B
2019-08-31,Livorno,Perugia,0-1,B
2019-08-31,Trapani,Venezia,0-1,B
2019-08-31,Spezia,Crotone,1-2,B
2019-08-31,Benevento,Cittadella,4-1,B
2019-09-02,Fiorentina,Napoli,0-0,A
2019-09-02,Parma,Inter,0-1,A
2019-09-02,Cittadella,Spezia,0-1,B
2019-09-02,Cremonese,Padova,0-0,B
2019-09-02,Perugia,Palermo,1-2,B
2019-09-02,Brescia,Carpi,3-1,B
2019-09-03,Chievo,Milan,1-2,A
2019-09-03,Parma,Genoa,1-0,A
2019-09-03,Spezia,Padova,0-2,B
2019-09-03,Lecce,Foggia,1-0,B
2019-09-03,Cosenza,Brescia,2-3,B
2019-09-03,Cittadella,Pescara,4-1,B
2019-09-11,Brescia,Torino,0-4,A
2019-09-11,Napoli,Genoa,0-0,A
2019-09-11,Inter,Verona,2-1,A
2019-09-11,Perugia,Cittadella,0-2,B
2019-09-11,Empoli,Pescara,1-2,B
2019-09-11,Entella,Pordenone,1-1,B
2019-09-11,Juve Stabia,Benevento,1-1,B
2019-09-11,Venezia,Livorno,1-0,B
2019-09-11,Pisa,Spezia,3-2,B
2019-09-13,Pordenone,Spezia,1-0,B
2019-09-14,Fiorentina,Juventus,0-0,A
2019-09-14,Inter,Udinese,1-0,A
2019-09-14,Napoli,Sampdoria,2-0,A
2019-09-14,Perugia,Juve Stabia,0-0,B
2019-09-14,Venezia,Chievo,0-2,B
2019-09-14,Entella,Frosinone,1-0,B
2019-09-14,Ascoli,Livorno,2-0,B
2019-09-14,Cittadella,Trapani,2-0,B
2019-09-15,Verona,Milan,0-1,A
2019-09-15,Genoa,Atalanta,1-2,A
2019-09-15,Parma,Cagliari,1-3,A
2019-09-15,Spal,Lazio,2-1,A
2019-09-15,Brescia,Bologna,3-4,A
2019-09-15,Roma,Sassuolo,4-2,A
2019-09-15,Crotone,Empoli,0-0,B
2019-09-15,Cosenza,Pescara,1-2,B
2019-09-15,Pisa,Cremonese,4-1,B
2019-09-16,Torino,Lecce,1-2,A
2019-09-16,Salernitana,Benevento,0-2,B
2019-09-20,Cagliari,Genoa,3-1,A
2019-09-20,Frosinone,Venezia,1-1,B
2019-09-21,Milan,Inter,0-2,A
2019-09-21,Udinese,Brescia,0-1,A
2019-09-21,Juventus,Verona,2-1,A
2019-09-21,Benevento,Cosenza,1-0,B
2019-09-21,Empoli,Cittadella,1-0,B
2019-09-21,Juve Stabia,Ascoli,1-5,B
2019-09-21,Pescara,Entella,1-1,B
2019-09-21,Chievo,Pisa,2-2,B
2019-09-21,Cremonese,Crotone,2-1,B
2019-09-21,Livorno,Pordenone,2-1,B
2019-09-21,Spezia,Perugia,2-2,B
2019-09-22,Bologna,Roma,1-2,A
2019-09-22,Lecce,Napoli,1-4,A
2019-09-22,Sampdoria,Torino,1-0,A
2019-09-22,Atalanta,Fiorentina,2-2,A
2019-09-22,Lazio,Parma,2-0,A
2019-09-22,Sassuolo,Spal,3-0,A
2019-09-22,Trapani,Salernitana,0-1,B
2019-09-24,Verona,Udinese,0-0,A
2019-09-24,Brescia,Juventus,1-2,A
2019-09-24,Entella,Venezia,0-2,B
2019-09-24,Cosenza,Livorno,1-1,B
2019-09-24,Pordenone,Benevento,1-1,B
2019-09-24,Cittadella,Pescara,2-1,B
2019-09-24,Crotone,Juve Stabia,2-0,B
2019-09-24,Pisa,Empoli,2-3,B
2019-09-24,Ascoli,Spezia,3-0,B
2019-09-24,Perugia,Frosinone,3-1,B
2019-09-25,Roma,Atalanta,0-2,A
2019-09-25,Genoa,Bologna,0-0,A
2019-09-25,Napoli,Cagliari,0-1,A
2019-09-25,Inter,Lazio,1-0,A
2019-09-25,Parma,Sassuolo,1-0,A
2019-09-25,Spal,Lecce,1-3,A
2019-09-25,Fiorentina,Sampdoria,2-1,A
2019-09-25,Trapani,Cremonese,0-0,B
2019-09-25,Salernitana,Chievo,1-1,B
2019-09-26,Torino,Milan,2-1,A
2019-09-27,Pescara,Crotone,0-3,B
2019-09-28,Sampdoria,Inter,1-3,A
2019-09-28,Sassuolo,Atalanta,1-4,A
2019-09-28,Juventus,Spal,2-0,A
2019-09-28,Juve Stabia,Cittadella,0-1,B
2019-09-28,Frosinone,Cosenza,1-1,B
2019-09-28,Venezia,Pisa,1-1,B
2019-09-28,Empoli,Perugia,3-0,B
2019-09-29,Lecce,Roma,0-1,A
2019-09-29,Milan,Fiorentina,1-3,A
2019-09-29,Cagliari,Verona,1-1,A
2019-09-29,Udinese,Bologna,1-0,A
2019-09-29,Napoli,Brescia,2-1,A
2019-09-29,Lazio,Genoa,4-0,A
2019-09-29,Benevento,Entella,1-1,B
2019-09-29,Chievo,Pordenone,1-1,B
2019-09-29,Livorno,Salernitana,2-3,B
2019-09-29,Spezia,Trapani,2-4,B
2019-09-30,Parma,Torino,3-2,A
2019-09-30,Cremonese,Ascoli,1-0,B
2019-10-02,Sampdoria,Frosinone,0-1,A
2019-10-02,Sassuolo,Juventus,0-3,A
2019-10-02,Bologna,Genoa,1-1,A
2019-10-02,Torino,Udinese,1-0,A
2019-10-02,Atalanta,Spal,2-1,A
2019-10-02,Milan,Cagliari,3-0,A
2019-10-02,Foggia,Pescara,1-1,B
2019-10-02,Verona,Crotone,1-1,B
2019-10-02,Livorno,Cosenza,2-0,B
2019-10-03,Fiorentina,Lazio,1-1,A
2019-10-03,Frosinone,Torino,1-2,A
2019-10-03,Sampdoria,Atalanta,1-2,A
2019-10-03,Sassuolo,Napoli,1-1,A
2019-10-03,Bologna,Cagliari,2-0,A
2019-10-03,Inter,Spal,2-0,A
2019-10-03,Salernitana,Crotone,0-2,B
2019-10-03,Ascoli,Livorno,1-1,B
2019-10-03,Cremonese,Benevento,1-0,B
2019-10-11,Sampdoria,Atalanta,0-0,A
2019-10-11,Udinese,Spal,0-0,A
2019-10-11,Juventus,Milan,1-0,A
2019-10-11,Parma,Roma,2-0,A
2019-10-11,Lazio,Lecce,4-2,A
2019-10-11,Cagliari,Fiorentina,5-2,A
2019-10-11,Cremonese,Salernitana,1-0,B
2019-10-11,Frosinone,Chievo,2-0,B
2019-10-11,Trapani,Cosenza,2-2,B
2019-10-18,Cittadella,Cosenza,1-3,B
2019-10-19,Juventus,Bologna,2-1,A
2019-10-19,Napoli,Verona,2-0,A
2019-10-19,Lazio,Atalanta,3-3,A
2019-10-19,Benevento,Perugia,1-0,B
2019-10-19,Entella,Trapani,1-1,B
2019-10-19,Pescara,Spezia,1-2,B
2019-10-19,Venezia,Salernitana,1-0,B
2019-10-19,Juve Stabia,Pordenone,4-2,B
2019-10-20,Sampdoria,Roma,0-0,A
2019-10-20,Udinese,Torino,1-0,A
2019-10-20,Milan,Lecce,2-2,A
2019-10-20,Cagliari,Spal,2-0,A
2019-10-20,Sassuolo,Inter,3-4,A
2019-10-20,Parma,Genoa,5-1,A
2019-10-20,Empoli,Cremonese,1-1,B
2019-10-20,Pisa,Crotone,1-1,B
2019-10-20,Chievo,Ascoli,2-0,B
2019-10-21,Brescia,Fiorentina,0-0,A
2019-10-21,Frosinone,Livorno,1-0,B
2019-10-25,Verona,Sassuolo,0-1,A
2019-10-25,Ascoli,Entella,2-1,B
2019-10-26,Lecce,Juventus,1-1,A
2019-10-26,Inter,Parma,2-2,A
2019-10-26,Genoa,Brescia,3-1,A
2019-10-26,Pordenone,Cittadella,0-0,B
2019-10-26,Cosenza,Chievo,1-1,B
2019-10-26,Livorno,Pisa,1-0,B
2019-10-26,Salernitana,Perugia,1-1,B
2019-10-26,Spezia,Juve Stabia,2-0,B
2019-10-26,Trapani,Empoli,2-2,B
2019-10-26,Crotone,Venezia,3-2,B
2019-10-26,Pescara,Benevento,4-0,B
2019-10-27,Fiorentina,Lazio,1-2,A
2019-10-27,Spal,Napoli,1-1,A
2019-10-27,Torino,Cagliari,1-1,A
2019-10-27,Roma,Milan,2-1,A
2019-10-27,Bologna,Sampdoria,2-1,A
2019-10-27,Atalanta,Udinese,7-1,A
2019-10-27,Cremonese,Frosinone,1-1,B
2019-10-29,Parma,Verona,0-1,A
2019-10-29,Brescia,Inter,1-2,A
2019-10-29,Cittadella,Livorno,1-0,B
2019-10-29,Empoli,Spezia,1-1,B
2019-10-29,Entella,Cosenza,1-0,B
2019-10-29,Perugia,Ascoli,1-1,B
2019-10-29,Venezia,Pordenone,1-2,B
2019-10-29,Chievo,Crotone,2-1,B
2019-10-29,Juve Stabia,Pescara,2-1,B
2019-10-29,Pisa,Salernitana,2-1,B
2019-10-30,Udinese,Roma,0-4,A
2019-10-30,Sampdoria,Lecce,1-1,A
2019-10-30,Sassuolo,Fiorentina,1-2,A
2019-10-30,Juventus,Genoa,2-1,A
2019-10-30,Napoli,Atalanta,2-2,A
2019-10-30,Cagliari,Bologna,3-2,A
2019-10-30,Lazio,Torino,4-0,A
2019-10-30,Benevento,Cremonese,2-0,B
2019-10-30,Frosinone,Trapani,3-0,B
2019-10-31,Milan,Spal,1-0,A
2019-11-02,Venezia,Lecce,1-1,B
2019-11-03,Roma,Empoli,2-1,A
2019-11-03,Venezia,Palermo,1-1,B
2019-11-05,Fiorentina,Milan,0-1,A
2019-11-05,Cagliari,Lazio,1-2,A
2019-11-05,Atalanta,Genoa,2-1,A
2019-11-05,Padova,Livorno,1-1,B
2019-11-05,Brescia,Benevento,2-3,B
2019-11-05,Carpi,Venezia,2-3,B
2019-11-05,Lecce,Spezia,2-1,B
2019-11-05,Palermo,Cittadella,2-2,B
2019-11-05,Pescara,Salernitana,2-0,B
2019-11-05,Verona,Foggia,2-1,B
2019-11-05,Crotone,Ascoli,3-0,B
2019-11-05,Perugia,Cremonese,3-1,B
2019-11-22,Pescara,Cremonese,1-1,B
2019-11-23,Torino,Inter,0-3,A
2019-11-23,Atalanta,Juventus,1-3,A
2019-11-23,Milan,Napoli,1-1,A
2019-11-23,Empoli,Venezia,1-1,B
2019-11-23,Livorno,Trapani,1-2,B
2019-11-23,Benevento,Crotone,2-0,B
2019-11-23,Juve Stabia,Salernitana,2-0,B
2019-11-23,Pordenone,Perugia,3-0,B
2019-11-24,Sassuolo,Lazio,1-2,A
2019-11-24,Verona,Fiorentina,1-0,A
2019-11-24,Bologna,Parma,2-2,A
2019-11-24,Sampdoria,Udinese,2-1,A
2019-11-24,Roma,Brescia,3-0,A
2019-11-24,Cittadella,Pisa,1-1,B
2019-11-24,Spezia,Frosinone,2-0,B
2019-11-24,Ascoli,Cosenza,3-2,B
2019-11-25,Spal,Genoa,1-1,A
2019-11-25,Lecce,Cagliari,2-2,A
2019-11-25,Chievo,Entella,2-1,B
2019-11-29,Cosenza,Spezia,1-1,B
2019-11-30,Brescia,Atalanta,0-3,A
2019-11-30,Fiorentina,Lecce,0-1,A
2019-11-30,Genoa,Torino,0-1,A
2019-11-30,Cremonese,Livorno,0-0,B
2019-11-30,Venezia,Benevento,0-2,B
2019-11-30,Crotone,Cittadella,1-1,B
2019-11-30,Salernitana,Ascoli,1-1,B
2019-11-30,Frosinone,Empoli,4-0,B
2019-12-04,Pescara,Perugia,1-1,B
2019-12-05,Frosinone,Udinese,1-3,A
2019-12-05,Sampdoria,Empoli,1-2,A
2019-12-05,Spal,Napoli,1-2,A
2019-12-05,Roma,Juventus,2-0,A
2019-12-05,Torino,Sassuolo,3-2,A
2019-12-14,Ascoli,Cittadella,,B
2019-12-14,Chievo,Juve Stabia,,B
2019-12-14,Cosenza,Pordenone,,B
2019-12-14,Cremonese,Perugia,,B
2019-12-14,Entella,Empoli,,B
2019-12-14,Frosinone,Pescara,,B
2019-12-14,Livorno,Benevento,,B
2019-12-14,Salernitana,Crotone,,B
2019-12-14,Trapani,Pisa,,B
2019-12-14,Venezia,Spezia,,B
2019-12-15,Milan,Sassuolo,,A
2019-12-15,Roma,Spal,,A
2019-12-15,Bologna,Atalanta,,A
2019-12-15,Brescia,Lecce,,A
2019-12-15,Cagliari,Lazio,,A
2019-12-15,Fiorentina,Inter,,A
2019-12-15,Genoa,Sampdoria,,A
2019-12-15,Juventus,Udinese,,A
2019-12-15,Napoli,Parma,,A
2019-12-15,Verona,Torino,,A
2019-12-21,Benevento,Frosinone,,B
2019-12-21,Cittadella,Chievo,,B
2019-12-21,Crotone,Livorno,,B
2019-12-21,Empoli,Salernitana,,B
2019-12-21,Juve Stabia,Venezia,,B
2019-12-21,Perugia,Entella,,B
2019-12-21,Pescara,Trapani,,B
2019-12-21,Pisa,Cosenza,,B
2019-12-21,Pordenone,Ascoli,,B
2019-12-21,Spezia,Cremonese,,B
2019-12-22,Atalanta,Milan,,A
2019-12-22,Fiorentina,Roma,,A
2019-12-22,Inter,Genoa,,A
2019-12-22,Lazio,Verona,,A
2019-12-22,Lecce,Bologna,,A
2019-12-22,Parma,Brescia,,A
2019-12-22,Sampdoria,Juventus,,A
2019-12-22,Sassuolo,Napoli,,A
2019-12-22,Torino,Spal,,A
2019-12-22,Udinese,Cagliari,,A
2019-12-26,Ascoli,Pisa,,B
2019-12-26,Chievo,Benevento,,B
2019-12-26,Cosenza,Empoli,,B
2019-12-26,Cremonese,Juve Stabia,,B
2019-12-26,Entella,Spezia,,B
2019-12-26,Frosinone,Crotone,,B
2019-12-26,Livorno,Pescara,,B
2019-12-26,Salernitana,Pordenone,,B
2019-12-26,Trapani,Perugia,,B
2019-12-26,Venezia,Cittadella,,B
2019-12-29,Benevento,Ascoli,,B
2019-12-29,Cittadella,Entella,,B
2019-12-29,Crotone,Trapani,,B
2019-12-29,Empoli,Livorno,,B
2019-12-29,Juve Stabia,Cosenza,,B
2019-12-29,Perugia,Venezia,,B
2019-12-29,Pescara,Chievo,,B
2019-12-29,Pisa,Frosinone,,B
2019-12-29,Pordenone,Cremonese,,B
2019-12-29,Spezia,Salernitana,,B
2020-01-02,Benevento,Salernitana,,B
2020-01-02,Chievo,Venezia,,B
2020-01-02,Cremonese,Pisa,,B
2020-01-02,Empoli,Crotone,,B
2020-01-02,Frosinone,Entella,,B
2020-01-02,Juve Stabia,Perugia,,B
2020-01-02,Livorno,Ascoli,,B
2020-01-02,Pescara,Cosenza,,B
2020-01-02,Spezia,Pordenone,,B
2020-01-02,Trapani,Cittadella,,B
2020-01-03,Milan,Genoa,,A
2020-01-03,Cagliari,Roma,,A
2020-01-03,Lazio,Bologna,,A
2020-01-03,Lecce,Atalanta,,A
2020-01-03,Napoli,Torino,,A
2020-01-03,Parma,Spal,,A
2020-01-03,Sampdoria,Verona,,A
2020-01-03,Sassuolo,Brescia,,A
2020-01-03,Udinese,Fiorentina,,A
2020-01-03,Juventus,Inter,,A
2020-01-18,Benevento,Pisa,,B
2020-01-18,Chievo,Perugia,,B
2020-01-18,Cosenza,Crotone,,B
2020-01-18,Cremonese,Venezia,,B
2020-01-18,Frosinone,Pordenone,,B
2020-01-18,Juve Stabia,Empoli,,B
2020-01-18,Livorno,Entella,,B
2020-01-18,Pescara,Salernitana,,B
2020-01-18,Spezia,Cittadella,,B
2020-01-18,Trapani,Ascoli,,B
2020-01-19,Milan,Udinese,,A
2020-01-19,Atalanta,Spal,,A
2020-01-19,Bologna,Verona,,A
2020-01-19,Brescia,Cagliari,,A
2020-01-19,Genoa,Roma,,A
2020-01-19,Juventus,Parma,,A
2020-01-19,Lazio,Sampdoria,,A
2020-01-19,Lecce,Inter,,A
2020-01-19,Napoli,Fiorentina,,A
2020-01-19,Sassuolo,Torino,,A
2020-01-25,Ascoli,Frosinone,,B
2020-01-25,Cittadella,Benevento,,B
2020-01-25,Crotone,Spezia,,B
2020-01-25,Empoli,Chievo,,B
2020-01-25,Entella,Cremonese,,B
2020-01-25,Perugia,Livorno,,B
2020-01-25,Pisa,Juve Stabia,,B
2020-01-25,Pordenone,Pescara,,B
2020-01-25,Salernitana,Cosenza,,B
2020-01-25,Venezia,Trapani,,B
2020-01-26,Roma,Lazio,,A
2020-01-26,Brescia,Milan,,A
2020-01-26,Fiorentina,Genoa,,A
2020-01-26,Inter,Cagliari,,A
2020-01-26,Parma,Udinese,,A
2020-01-26,Sampdoria,Sassuolo,,A
2020-01-26,Spal,Bologna,,A
2020-01-26,Torino,Atalanta,,A
2020-01-26,Verona,Lecce,,A
2020-01-26,Napoli,Juventus,,A
2020-02-02,Milan,Verona,,A
2020-02-02,Atalanta,Genoa,,A
2020-02-02,Bologna,Brescia,,A
2020-02-02,Cagliari,Parma,,A
2020-02-02,Juventus,Fiorentina,,A
2020-02-02,Lazio,Spal,,A
2020-02-02,Lecce,Torino,,A
2020-02-02,Sampdoria,Napoli,,A
2020-02-02,Sassuolo,Roma,,A
2020-02-02,Udinese,Inter,,A
2020-02-05,Ascoli,Pordenone,,B
2020-02-05,Chievo,Cittadella,,B
2020-02-05,Cosenza,Pisa,,B
2020-02-05,Cremonese,Spezia,,B
2020-02-05,Entella,Perugia,,B
2020-02-05,Frosinone,Benevento,,B
2020-02-05,Livorno,Crotone,,B
2020-02-05,Salernitana,Empoli,,B
2020-02-05,Trapani,Pescara,,B
2020-02-05,Venezia,Juve Stabia,,B
2020-02-15,Benevento,Pordenone,,B
2020-02-15,Chievo,Salernitana,,B
2020-02-15,Cremonese,Trapani,,B
2020-02-15,Empoli,Pisa,,B
2020-02-15,Frosinone,Perugia,,B
2020-02-15,Juve Stabia,Crotone,,B
2020-02-15,Livorno,Cosenza,,B
2020-02-15,Pescara,Cittadella,,B
2020-02-15,Spezia,Ascoli,,B
2020-02-15,Venezia,Entella,,B
2020-02-16,Milan,Torino,,A
2020-02-16,Atalanta,Roma,,A
2020-02-16,Bologna,Genoa,,A
2020-02-16,Cagliari,Napoli,,A
2020-02-16,Juventus,Brescia,,A
2020-02-16,Lazio,Inter,,A
2020-02-16,Lecce,Spal,,A
2020-02-16,Sampdoria,Fiorentina,,A
2020-02-16,Sassuolo,Parma,,A
2020-02-16,Udinese,Verona,,A
2020-02-22,Ascoli,Cremonese,,B
2020-02-22,Cittadella,Juve Stabia,,B
2020-02-22,Cosenza,Frosinone,,B
2020-02-22,Crotone,Pescara,,B
2020-02-22,Entella,Benevento,,B
2020-02-22,Perugia,Empoli,,B
2020-02-22,Pisa,Venezia,,B
2020-02-22,Pordenone,Chievo,,B
2020-02-22,Salernitana,Livorno,,B
2020-02-22,Trapani,Spezia,,B
2020-02-23,Roma,Lecce,,A
2020-02-23,Atalanta,Sassuolo,,A
2020-02-23,Bologna,Udinese,,A
2020-02-23,Brescia,Napoli,,A
2020-02-23,Fiorentina,Milan,,A
2020-02-23,Genoa,Lazio,,A
2020-02-23,Inter,Sampdoria,,A
2020-02-23,Spal,Juventus,,A
2020-02-23,Torino,Parma,,A
2020-02-23,Verona,Cagliari,,A
2020-02-29,Benevento,Spezia,,B
2020-02-29,Chievo,Livorno,,B
2020-02-29,Cittadella,Cremonese,,B
2020-02-29,Empoli,Pordenone,,B
2020-02-29,Entella,Crotone,,B
2020-02-29,Frosinone,Salernitana,,B
2020-02-29,Juve Stabia,Trapani,,B
2020-02-29,Pescara,Ascoli,,B
2020-02-29,Pisa,Perugia,,B
2020-02-29,Venezia,Cosenza,,B
2020-03-03,Ascoli,Chievo,,B
2020-03-03,Cosenza,Cittadella,,B
2020-03-03,Cremonese,Empoli,,B
2020-03-03,Crotone,Pisa,,B
2020-03-03,Livorno,Frosinone,,B
2020-03-03,Perugia,Benevento,,B
2020-03-03,Pordenone,Juve Stabia,,B
2020-03-03,Salernitana,Venezia,,B
2020-03-03,Spezia,Pescara,,B
2020-03-03,Trapani,Entella,,B
2020-03-05,Atalanta,Bologna,,A
2020-03-05,Inter,Fiorentina,,A
2020-03-05,Lazio,Cagliari,,A
2020-03-05,Lecce,Brescia,,A
2020-03-05,Parma,Napoli,,A
2020-03-05,Sampdoria,Genoa,,A
2020-03-05,Sassuolo,Milan,,A
2020-03-05,Spal,Roma,,A
2020-03-05,Torino,Verona,,A
2020-03-05,Udinese,Juventus,,A
2020-03-14,Ascoli,Perugia,,B
2020-03-14,Cosenza,Entella,,B
2020-03-14,Cremonese,Benevento,,B
2020-03-14,Crotone,Chievo,,B
2020-03-14,Livorno,Cittadella,,B
2020-03-14,Pescara,Juve Stabia,,B
2020-03-14,Pordenone,Venezia,,B
2020-03-14,Salernitana,Pisa,,B
2020-03-14,Spezia,Empoli,,B
2020-03-14,Trapani,Frosinone,,B
2020-03-15,Milan,Roma,,A
2020-03-15,Brescia,Genoa,,A
2020-03-15,Cagliari,Torino,,A
2020-03-15,Juventus,Lecce,,A
2020-03-15,Lazio,Fiorentina,,A
2020-03-15,Napoli,Spal,,A
2020-03-15,Parma,Inter,,A
2020-03-15,Sampdoria,Bologna,,A
2020-03-15,Sassuolo,Verona,,A
2020-03-15,Udinese,Atalanta,,A
2020-03-21,Chievo,Spezia,,B
2020-03-21,Cremonese,Cosenza,,B
2020-03-21,Empoli,Benevento,,B
2020-03-21,Entella,Salernitana,,B
2020-03-21,Frosinone,Cittadella,,B
2020-03-21,Juve Stabia,Livorno,,B
2020-03-21,Perugia,Crotone,,B
2020-03-21,Pisa,Pescara,,B
2020-03-21,Trapani,Pordenone,,B
2020-03-21,Venezia,Ascoli,,B
2020-03-22,Roma,Udinese,,A
2020-03-22,Atalanta,Napoli,,A
2020-03-22,Bologna,Cagliari,,A
2020-03-22,Fiorentina,Sassuolo,,A
2020-03-22,Genoa,Juventus,,A
2020-03-22,Inter,Brescia,,A
2020-03-22,Lecce,Sampdoria,,A
2020-03-22,Spal,Milan,,A
2020-03-22,Torino,Lazio,,A
2020-03-22,Verona,Parma,,A
2020-04-04,Ascoli,Crotone,,B
2020-04-04,Benevento,Juve Stabia,,B
2020-04-04,Chievo,Frosinone,,B
2020-04-04,Cittadella,Perugia,,B
2020-04-04,Cosenza,Trapani,,B
2020-04-04,Livorno,Venezia,,B
2020-04-04,Pescara,Empoli,,B
2020-04-04,Pordenone,Entella,,B
2020-04-04,Salernitana,Cremonese,,B
2020-04-04,Spezia,Pisa,,B
2020-04-13,Cosenza,Ascoli,,B
2020-04-13,Cremonese,Pescara,,B
2020-04-13,Crotone,Benevento,,B
2020-04-13,Entella,Chievo,,B
2020-04-13,Frosinone,Spezia,,B
2020-04-13,Perugia,Pordenone,,B
2020-04-13,Pisa,Cittadella,,B
2020-04-13,Salernitana,Juve Stabia,,B
2020-04-13,Trapani,Livorno,,B
2020-04-13,Venezia,Empoli,,B
2020-04-18,Ascoli,Salernitana,,B
2020-04-18,Benevento,Venezia,,B
2020-04-18,Chievo,Trapani,,B
2020-04-18,Cittadella,Crotone,,B
2020-04-18,Empoli,Frosinone,,B
2020-04-18,Juve Stabia,Entella,,B
2020-04-18,Livorno,Cremonese,,B
2020-04-18,Pescara,Perugia,,B
2020-04-18,Pordenone,Pisa,,B
2020-04-18,Spezia,Cosenza,,B
2020-04-19,Brescia,Roma,,A
2020-04-19,Cagliari,Lecce,,A
2020-04-19,Fiorentina,Verona,,A
2020-04-19,Genoa,Spal,,A
2020-04-19,Inter,Torino,,A
2020-04-19,Juventus,Atalanta,,A
