,data,dayname,somma_polli,t_media,t_min,umidità_percentuale,fenomeni,juventus,feste,team1,team2,score,championship
1165,2018-09-26,mercoledì,29,14,10,49,sole,0,0,Napoli,Parma,3-0,A
1166,2018-09-27,giovedì,33,14,6,65,sole,serie A,0,-,-,-,-
1167,2018-09-28,venerdì,40,17,7,56,sole,0,0,-,-,-,-
1168,2018-09-29,sabato,36,20,12,50,sole,0,0,Inter,Cagliari,2-0,A
1168,2018-09-29,sabato,36,20,12,50,sole,0,0,Roma,Lazio,3-1,A
1168,2018-09-29,sabato,36,20,12,50,sole,0,0,Juventus,Napoli,3-1,A
1169,2018-09-30,domenica,46,17,14,50,sole,serie A,0,Chievo,Torino,0-1,A
1170,2018-10-02,martedì,24,14,11,74,pioggia ,0,0,Napoli,Lazio,4-1,A
1171,2018-10-03,mercoledì,27,14,8,73,sole,champions,0,Verona,Chievo,1-0,A
1172,2018-10-04,giovedì,27,16,9,66,sole,0,0,-,-,-,-
1173,2018-10-05,venerdì,43,16,9,67,pioggia ,0,0,-,-,-,-
1174,2018-10-06,sabato,51,16,14,83,pioggia ,0,0,-,-,-,-
1175,2018-10-07,domenica,50,17,14,87,pioggia nebbia ,serie A,0,-,-,-,-
1176,2018-10-09,martedì,26,18,13,79,sole,0,0,-,-,-,-
1177,2018-10-10,mercoledì,26,18,13,73,sole,0,0,-,-,-,-
1178,2018-10-11,giovedì,26,18,13,64,sole,0,0,Genoa,Napoli,1-2,A
1179,2018-10-12,venerdì,40,18,13,77,sole,0,0,-,-,-,-
1180,2018-10-13,sabato,37,17,11,75,sole,0,0,-,-,-,-
1181,2018-10-14,domenica,37,17,10,69,sole,0,0,-,-,-,-
1182,2018-10-16,martedì,30,16,12,71,sole,0,0,-,-,-,-
1183,2018-10-17,mercoledì,24,17,14,78,pioggia ,0,0,-,-,-,-
1184,2018-10-18,giovedì,25,18,13,75,sole,0,0,-,-,-,-
1185,2018-10-19,venerdì,42,17,11,74,sole,0,0,-,-,-,-
1186,2018-10-20,sabato,37,16,11,73,sole,0,0,Udinese,Napoli,0-3,A
1186,2018-10-20,sabato,37,16,11,73,sole,0,0,Juventus,Genoa,1-1,A
1187,2018-10-21,domenica,47,14,10,76,pioggia ,serie A,0,Parma,Lazio,0-2,A
1187,2018-10-21,domenica,47,14,10,76,pioggia ,serie A,0,Chievo,Atalanta,1-5,A
1187,2018-10-21,domenica,47,14,10,76,pioggia ,serie A,0,Inter,Milan,1-0,A
1188,2018-10-23,martedì,20,13,5,64,sole,0,0,-,-,-,-
1189,2018-10-24,mercoledì,27,14,8,71,sole,champions,0,-,-,-,-
1190,2018-10-25,giovedì,35,15,9,80,sole,0,0,-,-,-,-
1191,2018-10-26,venerdì,38,15,13,85,pioggia ,0,0,-,-,-,-
1192,2018-10-27,sabato,51,15,12,92,pioggia ,0,0,Empoli,Juventus,1-2,A
1193,2018-10-28,domenica,52,16,11,90,pioggia temporale nebbia ,serie A,0,Napoli,Roma,1-1,A
1193,2018-10-28,domenica,52,16,11,90,pioggia temporale nebbia ,serie A,0,Cagliari,Chievo,2-1,A
1194,2018-10-30,martedì,24,13,9,76,pioggia ,0,0,-,-,-,-
1195,2018-10-31,mercoledì,22,13,7,75,sole,0,0,-,-,-,-
1196,2018-11-01,giovedì,46,15,11,80,pioggia ,0,Ognissanti,-,-,-,-
1197,2018-11-02,venerdì,34,13,12,93,pioggia ,0,Giorno dei Morti,Chievo,Genoa,0-1,A
1197,2018-11-02,venerdì,34,13,12,93,pioggia ,0,Giorno dei Morti,Inter,Bologna,2-1,A
1198,2018-11-03,sabato,51,15,13,91,sole,0,0,Inter,Napoli,0-0,A
1198,2018-11-03,sabato,51,15,13,91,sole,0,0,Cagliari,Lazio,2-2,A
1198,2018-11-03,sabato,51,15,13,91,sole,0,0,Juventus,Udinese,2-0,A
1199,2018-11-04,domenica,43,16,11,83,pioggia nebbia ,serie A,0,-,-,-,-
1200,2018-11-06,martedì,31,16,15,86,pioggia ,0,0,-,-,-,-
1201,2018-11-07,mercoledì,26,15,14,90,pioggia ,0,0,-,-,-,-
1202,2018-11-08,giovedì,35,14,11,89,nebbia ,champions,0,-,-,-,-
1203,2018-11-09,venerdì,33,12,9,98,nebbia ,0,0,-,-,-,-
1204,2018-11-10,sabato,51,12,11,93,pioggia nebbia ,0,0,-,-,-,-
1205,2018-11-11,domenica,42,13,12,89,pioggia ,0,0,Milan,Juventus,0-2,A
1205,2018-11-11,domenica,42,13,12,89,pioggia ,0,0,Sassuolo,Lazio,1-1,A
1205,2018-11-11,domenica,42,13,12,89,pioggia ,0,0,Chievo,Bologna,2-2,A
1205,2018-11-11,domenica,42,13,12,89,pioggia ,0,0,Atalanta,Inter,4-1,A
1206,2018-11-13,martedì,33,14,12,94,nebbia ,0,0,-,-,-,-
1207,2018-11-14,mercoledì,27,12,8,89,nebbia ,0,0,-,-,-,-
1208,2018-11-15,giovedì,37,10,6,88,nebbia ,0,0,-,-,-,-
1209,2018-11-16,venerdì,40,9,5,67,sole,0,0,-,-,-,-
1210,2018-11-17,sabato,45,8,5,56,sole,0,0,-,-,-,-
1211,2018-11-18,domenica,45,6,2,55,sole,0,0,-,-,-,-
1212,2018-11-20,martedì,24,5,3,90,pioggia ,0,0,-,-,-,-
1213,2018-11-21,mercoledì,17,6,0,85,sole,0,0,-,-,-,-
1214,2018-11-22,giovedì,35,8,6,92,sole,0,0,-,-,-,-
1215,2018-11-23,venerdì,36,8,5,97,pioggia nebbia ,0,0,-,-,-,-
1216,2018-11-24,sabato,40,10,8,93,pioggia nebbia ,0,0,Juventus,Spal,2-0,A
1216,2018-11-24,sabato,40,10,8,93,pioggia nebbia ,0,0,Inter,Frosinone,3-0,A
1217,2018-11-25,domenica,42,10,9,88,pioggia ,serie A,0,Napoli,Chievo,0-0,A
1217,2018-11-25,domenica,42,10,9,88,pioggia ,serie A,0,Lazio,Milan,1-1,A
1218,2018-11-27,martedì,33,10,8,85,pioggia ,0,0,-,-,-,-
1219,2018-11-28,mercoledì,23,7,3,85,sole,champions,0,-,-,-,-
1220,2018-11-29,giovedì,27,4,-1,81,sole,0,0,-,-,-,-
1221,2018-11-30,venerdì,40,2,-1,84,sole,0,0,-,-,-,-
1222,2018-12-01,sabato,43,3,-1,89,nebbia ,0,0,-,-,-,-
1223,2018-12-02,domenica,38,2,-2,95,nebbia ,serie A,0,-,-,-,-
1224,2018-12-04,martedì,24,5,0,95,nebbia ,0,0,-,-,-,-
1225,2018-12-05,mercoledì,22,6,0,90,nebbia ,0,0,Inter,Sassuolo,1-2,A
1226,2018-12-06,giovedì,34,6,3,93,pioggia nebbia ,0,0,-,-,-,-
1227,2018-12-07,venerdì,37,3,1,98,pioggia nebbia ,0,0,-,-,-,-
1228,2018-12-08,sabato,43,8,2,89,pioggia nebbia ,serie A,Immacolata Concezione,-,-,-,-
1229,2018-12-09,domenica,46,5,0,85,nebbia ,0,0,-,-,-,-
1230,2018-12-11,martedì,26,5,-2,54,sole,0,0,-,-,-,-
1231,2018-12-12,mercoledì,30,0,-2,54,sole,0,0,-,-,-,-
1232,2018-12-13,giovedì,31,-1,-3,67,sole,champions,0,-,-,-,-
1233,2018-12-14,venerdì,38,-2,-3,75,sole,0,0,-,-,-,-
1234,2018-12-15,sabato,52,-3,-5,82,sole,0,0,Torino,Juventus,0-1,A
1234,2018-12-15,sabato,52,-3,-5,82,sole,0,0,Inter,Udinese,1-0,A
1235,2018-12-16,domenica,42,-1,-3,85,neve ,serie A,0,Cagliari,Napoli,0-1,A
1235,2018-12-16,domenica,42,-1,-3,85,neve ,serie A,0,Spal,Chievo,0-0,A
1236,2018-12-18,martedì,27,-2,-5,90,nebbia ,0,0,-,-,-,-
1237,2018-12-19,mercoledì,32,1,-4,94,pioggia nebbia ,0,0,-,-,-,-
1238,2018-12-20,giovedì,29,4,2,92,nebbia ,0,0,-,-,-,-
1239,2018-12-21,venerdì,33,1,-1,99,nebbia ,0,0,-,-,-,-
1240,2018-12-22,sabato,41,3,0,94,nebbia ,0,0,Chievo,Inter,1-1,A
1240,2018-12-22,sabato,41,3,0,94,nebbia ,0,0,Napoli,Spal,1-0,A
1240,2018-12-22,sabato,41,3,0,94,nebbia ,0,0,Juventus,Roma,1-0,A
1240,2018-12-22,sabato,41,3,0,94,nebbia ,0,0,Lazio,Cagliari,3-1,A
1241,2018-12-23,domenica,42,0,-3,99,nebbia ,serie A,0,-,-,-,-
1242,2018-12-26,mercoledì,19,0,-1,100,nebbia ,0,Santo Stefano,Bologna,Lazio,0-2,A
1242,2018-12-26,mercoledì,19,0,-1,100,nebbia ,0,Santo Stefano,Inter,Napoli,1-0,A
1242,2018-12-26,mercoledì,19,0,-1,100,nebbia ,0,Santo Stefano,Atalanta,Juventus,2-2,A
1242,2018-12-26,mercoledì,19,0,-1,100,nebbia ,0,Santo Stefano,Sampdoria,Chievo,2-0,A
1243,2018-12-27,giovedì,23,0,-2,100,nebbia ,serie A,0,-,-,-,-
1244,2018-12-28,venerdì,29,1,-2,97,nebbia ,0,0,-,-,-,-
1245,2018-12-29,sabato,32,2,-3,91,nebbia ,0,0,Empoli,Inter,0-1,A
1245,2018-12-29,sabato,32,2,-3,91,nebbia ,0,0,Chievo,Frosinone,1-0,A
1245,2018-12-29,sabato,32,2,-3,91,nebbia ,0,0,Lazio,Torino,1-1,A
1245,2018-12-29,sabato,32,2,-3,91,nebbia ,0,0,Juventus,Sampdoria,2-1,A
1245,2018-12-29,sabato,32,2,-3,91,nebbia ,0,0,Napoli,Bologna,3-2,A
1246,2018-12-30,domenica,22,4,-1,75,sole,serie A,0,-,-,-,-
1247,2018-12-31,lunedì,6,2,-3,88,nebbia ,0,Ultimo dell'Anno,-,-,-,-
1248,2019-01-02,mercoledì,23,2,-3,89,nebbia ,0,0,-,-,-,-
1249,2019-01-03,giovedì,22,3,-4,49,sole,0,0,Cagliari,Inter,2-1,A
1250,2019-01-04,venerdì,27,-1,-6,63,sole,0,0,-,-,-,-
1251,2019-01-05,sabato,45,-1,-5,77,sole,0,0,-,-,-,-
1252,2019-01-06,domenica,34,1,-5,78,sole,0,Epifania,-,-,-,-
1253,2019-01-08,martedì,29,1,-1,97,nebbia ,0,0,-,-,-,-
1254,2019-01-09,mercoledì,25,1,-2,91,nebbia ,0,0,Lazio,Roma,1-1,A
1254,2019-01-09,mercoledì,25,1,-2,91,nebbia ,0,0,Cagliari,Inter,1-2,A
1255,2019-01-10,giovedì,32,6,0,37,sole,0,0,-,-,-,-
1256,2019-01-11,venerdì,32,1,-4,71,sole,0,0,Spezia,Chievo,0-0,B
1257,2019-01-12,sabato,55,0,-4,85,sole,0,0,Napoli,Bologna,1-2,A
1257,2019-01-12,sabato,55,0,-4,85,sole,0,0,Inter,Spal,2-1,A
1257,2019-01-12,sabato,55,0,-4,85,sole,0,0,Juventus,Sassuolo,2-2,A
1257,2019-01-12,sabato,55,0,-4,85,sole,0,0,Lazio,Udinese,3-0,A
1257,2019-01-12,sabato,55,0,-4,85,sole,0,0,Trapani,Chievo,1-0,B
1258,2019-01-13,domenica,33,1,-4,78,sole,0,0,-,-,-,-
1259,2019-01-15,martedì,25,4,-3,58,sole,0,0,-,-,-,-
1260,2019-01-16,mercoledì,31,3,-3,69,sole,0,0,-,-,-,-
1261,2019-01-17,giovedì,22,5,3,88,pioggia ,0,0,-,-,-,-
1262,2019-01-18,venerdì,48,6,5,84,pioggia ,0,0,-,-,-,-
1263,2019-01-19,sabato,48,4,0,60,sole,0,0,Inter,Sassuolo,0-0,A
1264,2019-01-20,domenica,44,1,-1,83,sole,0,0,Napoli,Lazio,2-1,A
1265,2019-01-22,martedì,26,2,-3,66,sole,serie A,0,-,-,-,-
1266,2019-01-24,giovedì,29,3,0,69,sole,0,0,-,-,-,-
1267,2019-01-25,venerdì,21,1,-4,69,sole,0,0,-,-,-,-
1268,2019-01-26,sabato,50,-2,-7,85,nebbia ,0,0,Milan,Napoli,0-0,A
1269,2019-01-27,domenica,41,1,-4,89,pioggia ,0,0,Lazio,Juventus,1-2,A
1269,2019-01-27,domenica,41,1,-4,89,pioggia ,0,0,Torino,Inter,1-0,A
1269,2019-01-27,domenica,41,1,-4,89,pioggia ,0,0,Chievo,Fiorentina,3-4,A
1270,2019-01-29,martedì,32,2,-3,84,nebbia ,0,0,-,-,-,-
1271,2019-01-30,mercoledì,30,3,0,72,pioggia ,0,0,-,-,-,-
1272,2019-01-31,giovedì,29,3,0,91,pioggia nebbia ,0,0,-,-,-,-
1273,2019-02-01,venerdì,49,3,1,97,pioggia neve ,0,0,-,-,-,-
1274,2019-02-02,sabato,61,4,3,98,pioggia nebbia ,0,0,Empoli,Chievo,2-2,A
1274,2019-02-02,sabato,61,4,3,98,pioggia nebbia ,0,0,Juventus,Parma,3-3,A
1274,2019-02-02,sabato,61,4,3,98,pioggia nebbia ,0,0,Napoli,Sampdoria,3-0,A
1275,2019-02-03,domenica,59,5,0,97,pioggia ,serie A,0,Lazio,Roma,3-0,A
1276,2019-02-05,martedì,27,5,-1,0,sole,0,0,-,-,-,-
1277,2019-02-06,mercoledì,29,6,1,68,sole,0,0,-,-,-,-
1278,2019-02-07,giovedì,33,4,-2,72,sole,0,0,-,-,-,-
1279,2019-02-08,venerdì,38,6,-1,69,sole,0,0,-,-,-,-
1280,2019-02-09,sabato,45,6,0,74,sole,0,0,-,-,-,-
1281,2019-02-10,domenica,52,7,5,88,pioggia ,0,0,-,-,-,-
1282,2019-02-12,martedì,20,7,-1,44,sole,0,0,-,-,-,-
1283,2019-02-13,mercoledì,30,6,0,59,sole,0,0,-,-,-,-
1284,2019-02-14,giovedì,31,6,0,67,sole,0,San Valentino,-,-,-,-
1285,2019-02-15,venerdì,42,6,-1,69,sole,0,0,Juventus,Frosinone,3-0,A
1286,2019-02-16,sabato,49,7,-1,67,sole,serie A,0,-,-,-,-
1287,2019-02-17,domenica,47,7,-1,67,sole,0,0,Napoli,Torino,0-0,A
1287,2019-02-17,domenica,47,7,-1,67,sole,0,0,Udinese,Chievo,1-0,A
1287,2019-02-17,domenica,47,7,-1,67,sole,0,0,Genoa,Lazio,2-1,A
1287,2019-02-17,domenica,47,7,-1,67,sole,0,0,Inter,Sampdoria,2-1,A
1288,2019-02-19,martedì,33,6,-1,77,nebbia ,0,0,-,-,-,-
1289,2019-02-20,mercoledì,37,5,0,89,nebbia ,0,0,-,-,-,-
1290,2019-02-21,giovedì,26,6,-1,83,nebbia ,champions,0,-,-,-,-
1291,2019-02-22,venerdì,41,8,-1,69,sole,0,0,-,-,-,-
1292,2019-02-23,sabato,42,6,0,52,sole,0,0,-,-,-,-
1293,2019-02-24,domenica,42,3,-3,54,sole,0,0,Bologna,Juventus,0-1,A
1293,2019-02-24,domenica,42,3,-3,54,sole,0,0,Chievo,Genoa,0-0,A
1293,2019-02-24,domenica,42,3,-3,54,sole,0,0,Parma,Napoli,0-4,A
1293,2019-02-24,domenica,42,3,-3,54,sole,0,0,Fiorentina,Inter,3-3,A
1294,2019-02-26,martedì,26,9,2,64,sole,0,0,-,-,-,-
1295,2019-02-27,mercoledì,23,11,3,55,sole,0,0,-,-,-,-
1296,2019-02-28,giovedì,36,10,1,67,sole,0,Giovedì Grasso,-,-,-,-
1297,2019-03-01,venerdì,27,8,2,77,sole,0,0,-,-,-,-
1298,2019-03-02,sabato,58,9,1,69,sole,0,0,Inter,Bologna,0-1,A
1299,2019-03-03,domenica,44,10,1,65,sole,0,Carnevale,Napoli,Juventus,1-2,A
1299,2019-03-03,domenica,44,10,1,65,sole,0,Carnevale,Torino,Chievo,3-0,A
1300,2019-03-05,martedì,35,8,4,79,sole,0,Martedì Grasso,Juventus,Torino,1-1,A
1301,2019-03-06,mercoledì,34,9,1,73,sole,0,0,-,-,-,-
1302,2019-03-07,giovedì,24,13,10,64,sole,0,0,-,-,-,-
1303,2019-03-08,venerdì,24,11,4,63,sole,0,0,-,-,-,-
1304,2019-03-09,sabato,45,10,3,68,sole,serie A,0,-,-,-,-
1305,2019-03-10,domenica,45,10,4,77,sole,0,0,-,-,-,-
1306,2019-03-12,martedì,35,9,-1,28,sole,0,0,-,-,-,-
1307,2019-03-13,mercoledì,28,5,-1,58,sole,champions,0,-,-,-,-
1308,2019-03-14,giovedì,28,7,-1,61,sole,0,0,-,-,-,-
1309,2019-03-15,venerdì,25,10,1,66,sole,0,0,-,-,-,-
1310,2019-03-16,sabato,44,11,2,69,sole,0,0,-,-,-,-
1311,2019-03-17,domenica,47,11,4,72,sole,0,0,Atalanta,Chievo,1-1,A
1311,2019-03-17,domenica,47,11,4,72,sole,0,0,Genoa,Juventus,2-0,A
1311,2019-03-17,domenica,47,11,4,72,sole,0,0,Milan,Inter,2-3,A
1311,2019-03-17,domenica,47,11,4,72,sole,0,0,Lazio,Parma,4-1,A
1311,2019-03-17,domenica,47,11,4,72,sole,0,0,Napoli,Udinese,4-2,A
1312,2019-03-19,martedì,25,7,1,60,sole,0,Festa di San Giuseppe,-,-,-,-
1313,2019-03-20,mercoledì,27,8,2,51,sole,0,0,-,-,-,-
1314,2019-03-21,giovedì,32,10,2,44,sole,0,0,-,-,-,-
1315,2019-03-22,venerdì,31,11,3,47,sole,0,0,-,-,-,-
1316,2019-03-23,sabato,47,14,4,45,sole,0,0,-,-,-,-
1317,2019-03-24,domenica,39,15,6,47,sole,0,0,-,-,-,-
1318,2019-03-26,martedì,23,10,6,50,sole,0,0,-,-,-,-
1319,2019-03-27,mercoledì,28,10,4,43,sole,0,0,-,-,-,-
1320,2019-03-28,giovedì,35,10,3,48,sole,0,0,-,-,-,-
1321,2019-03-29,venerdì,33,11,5,49,sole,0,0,Chievo,Cagliari,0-3,A
1322,2019-03-30,sabato,58,13,6,53,sole,0,0,Juventus,Empoli,1-0,A
1323,2019-03-31,domenica,45,14,5,42,sole,serie A,0,Inter,Lazio,0-1,A
1323,2019-03-31,domenica,45,14,5,42,sole,serie A,0,Roma,Napoli,1-4,A
1324,2019-04-02,martedì,26,16,9,48,sole,0,0,Frosinone,Lazio,0-1,A
1325,2019-04-03,mercoledì,22,14,12,64,sole,serie A,0,-,-,-,-
1326,2019-04-04,giovedì,33,12,8,84,sole,0,0,Sassuolo,Chievo,4-0,A
1327,2019-04-05,venerdì,30,11,8,82,sole,0,0,Chievo,Spal,0-4,A
1327,2019-04-05,venerdì,30,11,8,82,sole,0,0,Udinese,Inter,0-0,A
1328,2019-04-06,sabato,49,12,10,79,sole,0,0,-,-,-,-
1329,2019-04-07,domenica,36,11,7,78,sole,serie A,0,-,-,-,-
1330,2019-04-08,lunedì,1,12,7,75,sole,0,0,-,-,-,-
1331,2019-04-09,martedì,20,14,9,70,sole,0,0,-,-,-,-
1332,2019-04-10,mercoledì,28,14,11,71,sole,0,0,-,-,-,-
1333,2019-04-11,giovedì,34,12,11,87,sole,champions,0,-,-,-,-
1334,2019-04-12,venerdì,26,12,11,72,sole,0,0,-,-,-,-
1335,2019-04-13,sabato,49,11,9,74,sole,0,0,Milan,Lazio,1-0,A
1335,2019-04-13,sabato,49,11,9,74,sole,0,0,Spal,Juventus,2-1,A
1336,2019-04-14,domenica,55,10,8,69,sole,serie A,Domenica delle Palme,Chievo,Napoli,1-3,A
1336,2019-04-14,domenica,55,10,8,69,sole,serie A,Domenica delle Palme,Frosinone,Inter,1-3,A
1337,2019-04-16,martedì,33,13,5,62,sole,0,0,-,-,-,-
1338,2019-04-17,mercoledì,30,14,6,59,sole,champions,0,Lazio,Udinese,2-0,A
1339,2019-04-18,giovedì,30,15,8,53,sole,0,0,-,-,-,-
1340,2019-04-19,venerdì,29,16,8,54,sole,0,0,-,-,-,-
1341,2019-04-20,sabato,33,16,8,50,sole,0,0,Lazio,Chievo,1-2,A
1341,2019-04-20,sabato,33,16,8,50,sole,0,0,Inter,Roma,1-1,A
1341,2019-04-20,sabato,33,16,8,50,sole,0,0,Juventus,Fiorentina,2-1,A
1342,2019-04-23,martedì,26,13,13,85,sole,0,0,-,-,-,-
1343,2019-04-24,mercoledì,26,17,13,82,sole,0,0,-,-,-,-
1344,2019-04-25,giovedì,36,15,10,85,sole,0,Anniversario della Liberazione,-,-,-,-
1345,2019-04-26,venerdì,28,16,11,79,sole,0,0,-,-,-,-
1346,2019-04-27,sabato,33,15,6,61,sole,0,0,Inter,Juventus,1-1,A
1347,2019-04-28,domenica,38,12,9,68,sole,serie A,0,Frosinone,Napoli,0-2,A
1347,2019-04-28,domenica,38,12,9,68,sole,serie A,0,Chievo,Parma,1-1,A
1347,2019-04-28,domenica,38,12,9,68,sole,serie A,0,Sampdoria,Lazio,1-2,A
1348,2019-04-30,martedì,31,15,7,58,sole,0,0,-,-,-,-
1349,2019-05-01,mercoledì,30,17,9,54,sole,0,Festa dei Lavoratori,-,-,-,-
1350,2019-05-02,giovedì,22,16,8,63,sole,0,0,-,-,-,-
1351,2019-05-03,venerdì,38,15,13,74,sole,0,0,-,-,-,-
1352,2019-05-04,sabato,34,14,11,79,sole,serie A,0,-,-,-,-
1353,2019-05-05,domenica,42,9,7,76,sole,0,0,Lazio,Atalanta,1-3,A
1353,2019-05-05,domenica,42,9,7,76,sole,0,0,Napoli,Cagliari,2-1,A
1354,2019-05-07,martedì,33,13,5,56,sole,0,0,-,-,-,-
1355,2019-05-08,mercoledì,31,12,9,80,sole,0,0,-,-,-,-
1356,2019-05-09,giovedì,27,14,10,78,sole,0,0,-,-,-,-
1357,2019-05-10,venerdì,40,16,9,72,sole,0,0,Livorno,Chievo,3-4,B
1358,2019-05-11,sabato,46,15,10,79,sole,0,0,-,-,-,-
1359,2019-05-12,domenica,44,12,10,77,sole,0,Festa della Mamma,-,-,-,-
1360,2019-05-14,martedì,24,13,7,68,sole,0,0,-,-,-,-
1361,2019-05-15,mercoledì,21,9,4,78,sole,0,0,-,-,-,-
1362,2019-05-16,giovedì,24,14,6,69,sole,0,0,-,-,-,-
1363,2019-05-17,venerdì,34,16,11,62,sole,0,0,-,-,-,-
1364,2019-05-18,sabato,49,14,12,76,sole,0,0,-,-,-,-
1365,2019-05-19,domenica,34,14,12,89,sole,0,0,Chievo,Sampdoria,0-0,A
1365,2019-05-19,domenica,34,14,12,89,sole,0,0,Juventus,Atalanta,1-1,A
1365,2019-05-19,domenica,34,14,12,89,sole,0,0,Napoli,Inter,4-1,A
1366,2019-05-21,martedì,32,16,13,79,sole,0,0,-,-,-,-
1367,2019-05-22,mercoledì,30,18,12,77,sole,0,0,-,-,-,-
1368,2019-05-23,giovedì,34,19,13,71,sole,0,0,-,-,-,-
1369,2019-05-24,venerdì,39,19,14,77,sole,0,0,-,-,-,-
1370,2019-05-25,sabato,39,18,15,79,sole,0,0,Frosinone,Chievo,0-0,A
1370,2019-05-25,sabato,39,18,15,79,sole,0,0,Bologna,Napoli,3-2,A
1371,2019-05-26,domenica,45,19,15,76,sole,0,0,Inter,Empoli,2-1,A
1371,2019-05-26,domenica,45,19,15,76,sole,0,0,Sampdoria,Juventus,2-0,A
1371,2019-05-26,domenica,45,19,15,76,sole,0,0,Torino,Lazio,3-1,A
1372,2019-05-28,martedì,28,17,14,81,sole,0,0,-,-,-,-
1373,2019-05-30,giovedì,33,17,13,71,sole,0,0,-,-,-,-
1374,2019-05-31,venerdì,34,18,11,60,sole,0,0,-,-,-,-
1375,2019-06-01,sabato,28,21,13,57,sole,0,0,-,-,-,-
1376,2019-06-02,domenica,28,23,14,56,sole,0,Festa della Repubblica,-,-,-,-
1377,2019-06-04,martedì,26,25,18,60,sole,0,0,Juventus,Milan,2-1,A
1378,2019-06-05,mercoledì,27,24,18,68,sole,0,0,-,-,-,-
1379,2019-06-06,giovedì,39,21,17,78,sole,0,0,-,-,-,-
1380,2019-06-07,venerdì,26,21,14,68,sole,0,0,-,-,-,-
1381,2019-06-08,sabato,29,24,17,60,sole,0,0,-,-,-,-
1382,2019-06-09,domenica,42,24,17,62,sole,0,Pentecoste,-,-,-,-
1383,2019-06-11,martedì,28,27,21,53,sole,0,0,-,-,-,-
1384,2019-06-12,mercoledì,23,26,22,51,sole,0,0,-,-,-,-
1385,2019-06-13,giovedì,27,24,17,40,sole,0,0,-,-,-,-
1386,2019-06-14,venerdì,31,24,15,44,sole,0,0,-,-,-,-
1387,2019-06-15,sabato,24,26,19,53,sole,0,0,-,-,-,-
1388,2019-06-16,domenica,31,26,20,53,sole,0,0,-,-,-,-
1389,2019-06-18,martedì,33,26,19,56,sole,0,0,-,-,-,-
1390,2019-06-19,mercoledì,23,27,22,53,sole,0,0,-,-,-,-
1391,2019-06-20,giovedì,33,26,20,54,sole,0,0,-,-,-,-
1392,2019-06-21,venerdì,32,26,19,51,sole,0,0,-,-,-,-
1393,2019-06-22,sabato,41,24,19,60,sole,0,0,-,-,-,-
1394,2019-06-23,domenica,45,24,16,59,sole,0,0,-,-,-,-
1395,2019-06-25,martedì,20,28,21,55,sole,0,0,-,-,-,-
1396,2019-06-26,mercoledì,16,30,22,57,sole,0,0,-,-,-,-
1397,2019-06-27,giovedì,24,31,23,59,sole,0,0,-,-,-,-
1398,2019-06-28,venerdì,29,31,25,58,sole,0,0,-,-,-,-
1399,2019-06-29,sabato,29,29,24,48,sole,0,0,-,-,-,-
1400,2019-06-30,domenica,20,29,20,48,sole,0,0,-,-,-,-
1401,2019-07-02,martedì,22,28,21,56,sole,0,0,Lazio,Empoli,1-0,A
1402,2019-07-03,mercoledì,28,27,21,57,sole,0,0,-,-,-,-
1403,2019-07-04,giovedì,28,25,18,64,sole,0,0,Inter,Atalanta,0-0,A
1403,2019-07-04,giovedì,28,25,18,64,sole,0,0,Napoli,Genoa,1-1,A
1403,2019-07-04,giovedì,28,25,18,64,sole,0,0,Lazio,Sassuolo,2-2,A
1404,2019-07-05,venerdì,35,27,20,58,sole,0,0,-,-,-,-
1405,2019-07-06,sabato,43,29,21,61,sole,0,0,-,-,-,-
1406,2019-07-07,domenica,57,26,21,64,sole,0,0,-,-,-,-
1407,2019-07-09,martedì,39,24,21,64,sole,0,0,-,-,-,-
1408,2019-07-10,mercoledì,32,24,20,57,sole,0,0,-,-,-,-
1409,2019-07-11,giovedì,42,24,20,53,sole,0,0,-,-,-,-
1410,2019-07-12,venerdì,38,24,17,59,sole,0,0,Lazio,Juventus,-,A
1410,2019-07-12,venerdì,38,24,17,59,sole,0,0,Chievo,Cremonese,-,B
1411,2019-07-13,sabato,48,23,19,65,sole,0,0,-,-,-,-
1412,2019-07-14,domenica,37,23,14,57,sole,0,0,-,-,-,-
1413,2019-07-16,martedì,33,23,16,58,sole,0,0,-,-,-,-
1414,2019-07-17,mercoledì,24,25,17,53,sole,0,0,-,-,-,-
1415,2019-07-18,giovedì,30,24,20,61,sole,0,0,-,-,-,-
1416,2019-07-19,venerdì,34,25,18,61,sole,0,0,-,-,-,-
1417,2019-07-20,sabato,36,26,19,59,sole,0,0,-,-,-,-
1418,2019-07-21,domenica,30,27,21,59,sole,0,0,-,-,-,-
1419,2019-07-23,martedì,26,29,23,60,sole,0,0,-,-,-,-
1420,2019-07-24,mercoledì,23,30,23,54,sole,0,0,-,-,-,-
1421,2019-07-25,giovedì,29,30,24,53,sole,0,0,-,-,-,-
1422,2019-07-26,venerdì,33,30,23,48,sole,0,0,-,-,-,-
1423,2019-07-27,sabato,29,24,18,72,sole,0,0,-,-,-,-
1424,2019-07-28,domenica,39,21,19,86,sole,0,0,-,-,-,-
1425,2019-07-30,martedì,31,27,21,65,sole,0,0,-,-,-,-
1426,2019-07-31,mercoledì,22,26,22,68,sole,0,0,-,-,-,-
1427,2019-08-01,giovedì,26,28,21,59,sole,0,0,-,-,-,-
1428,2019-08-02,venerdì,31,24,18,75,sole,0,0,Chievo,Roma,0-3,A
