,data,dayname,somma_polli,t_media,t_min,umidità_percentuale,fenomeni,juventus,feste,team1,team2,score,championship
911,2017-12-01,venerdì,28,3,-2,70,nebbia ,0,0,-,-,-,-
912,2017-12-02,sabato,49,5,0,51,sole,serie A,0,Cagliari,Juventus,0-2,A
912,2017-12-02,sabato,49,5,0,51,sole,serie A,0,Sassuolo,Chievo,1-3,A
912,2017-12-02,sabato,49,5,0,51,sole,serie A,0,Inter,Empoli,2-0,A
913,2017-12-03,domenica,32,2,-4,65,sole,0,0,Napoli,Crotone,3-0,A
913,2017-12-03,domenica,32,2,-4,65,sole,0,0,Chievo,Empoli,4-0,A
913,2017-12-03,domenica,32,2,-4,65,sole,0,0,Inter,Atalanta,7-1,A
914,2017-12-05,martedì,16,1,-4,78,sole,0,0,-,-,-,-
915,2017-12-06,mercoledì,27,1,-4,83,sole,champions,0,-,-,-,-
916,2017-12-07,giovedì,32,2,-3,81,sole,0,0,-,-,-,-
917,2017-12-08,venerdì,31,4,3,91,sole,0,Immacolata Concezione,-,-,-,-
918,2017-12-09,sabato,39,3,-3,80,sole,0,0,-,-,-,-
919,2017-12-10,domenica,22,-1,-6,75,neve ,serie A,0,-,-,-,-
920,2017-12-12,martedì,16,5,1,94,pioggia nebbia ,0,0,-,-,-,-
921,2017-12-13,mercoledì,21,3,-1,93,nebbia ,0,0,-,-,-,-
922,2017-12-14,giovedì,27,4,2,94,nebbia ,0,0,-,-,-,-
923,2017-12-15,venerdì,21,4,2,90,nebbia ,0,0,-,-,-,-
924,2017-12-16,sabato,42,4,1,84,nebbia ,0,0,Inter,Udinese,1-3,A
924,2017-12-16,sabato,42,4,1,84,nebbia ,0,0,Torino,Napoli,1-3,A
925,2017-12-17,domenica,32,1,-4,88,nebbia ,0,0,Bologna,Juventus,0-3,A
925,2017-12-17,domenica,32,1,-4,88,nebbia ,0,0,Crotone,Chievo,1-0,A
925,2017-12-17,domenica,32,1,-4,88,nebbia ,0,0,Atalanta,Lazio,3-3,A
926,2017-12-19,martedì,23,0,-4,70,sole,0,0,-,-,-,-
927,2017-12-20,mercoledì,24,0,-3,80,sole,0,0,-,-,-,-
928,2017-12-21,giovedì,18,-1,-6,85,sole,0,0,-,-,-,-
929,2017-12-22,venerdì,34,0,-4,89,nebbia ,0,0,Chievo,Bologna,2-3,A
930,2017-12-23,sabato,29,1,-4,87,nebbia ,0,0,Juventus,Roma,1-0,A
930,2017-12-23,sabato,29,1,-4,87,nebbia ,0,0,Sassuolo,Inter,1-0,A
930,2017-12-23,sabato,29,1,-4,87,nebbia ,0,0,Napoli,Sampdoria,3-2,A
930,2017-12-23,sabato,29,1,-4,87,nebbia ,0,0,Lazio,Crotone,4-0,A
931,2017-12-24,domenica,11,2,-3,86,sole,serie A,0,-,-,-,-
932,2017-12-26,martedì,25,5,3,93,pioggia ,0,Santo Stefano,-,-,-,-
933,2017-12-27,mercoledì,23,7,4,93,pioggia nebbia ,0,0,-,-,-,-
934,2017-12-28,giovedì,16,5,2,92,pioggia ,0,0,-,-,-,-
935,2017-12-29,venerdì,14,3,-2,74,sole,0,0,Crotone,Napoli,0-1,A
936,2017-12-30,sabato,31,2,-1,76,sole,0,0,Inter,Lazio,0-0,A
936,2017-12-30,sabato,31,2,-1,76,sole,0,0,Benevento,Chievo,1-0,A
936,2017-12-30,sabato,31,2,-1,76,sole,0,0,Verona,Juventus,1-3,A
937,2017-12-31,domenica,10,2,-3,82,sole,serie A,Ultimo dell'Anno,-,-,-,-
938,2018-01-02,martedì,20,4,0,79,nebbia ,0,0,-,-,-,-
939,2018-01-03,mercoledì,15,3,-2,83,pioggia ,0,0,-,-,-,-
940,2018-01-04,giovedì,25,5,1,81,sole,0,0,-,-,-,-
941,2018-01-05,venerdì,27,5,-1,83,sole,0,0,-,-,-,-
942,2018-01-06,sabato,26,7,5,88,pioggia ,0,Epifania,-,-,-,-
943,2018-01-07,domenica,38,10,7,85,sole,serie A,0,-,-,-,-
944,2018-01-09,martedì,18,12,8,85,sole,0,0,Bologna,Inter,0-3,A
944,2018-01-09,martedì,18,12,8,85,sole,0,0,Parma,Juventus,1-2,A
945,2018-01-10,mercoledì,28,8,3,87,nebbia ,0,0,-,-,-,-
946,2018-01-11,giovedì,26,7,6,90,nebbia ,0,0,-,-,-,-
947,2018-01-12,venerdì,41,7,0,69,sole,0,0,Fiorentina,Juventus,0-3,A
948,2018-01-13,sabato,40,5,1,76,sole,0,0,-,-,-,-
949,2018-01-14,domenica,37,4,-1,77,sole,0,0,-,-,-,-
950,2018-01-16,martedì,20,4,3,93,pioggia ,0,0,-,-,-,-
951,2018-01-17,mercoledì,28,6,3,64,nebbia ,0,0,-,-,-,-
952,2018-01-18,giovedì,27,5,0,57,sole,0,0,-,-,-,-
953,2018-01-19,venerdì,35,3,-2,73,sole,0,0,-,-,-,-
954,2018-01-20,sabato,48,3,-1,75,sole,0,0,-,-,-,-
955,2018-01-21,domenica,43,5,1,79,sole,0,0,Atalanta,Napoli,0-1,A
955,2018-01-21,domenica,43,5,1,79,sole,0,0,Inter,Roma,1-1,A
955,2018-01-21,domenica,43,5,1,79,sole,0,0,Lazio,Chievo,5-1,A
956,2018-01-23,martedì,27,4,-2,74,sole,serie A,0,-,-,-,-
957,2018-01-24,mercoledì,23,4,-1,77,sole,0,0,Lazio,Udinese,3-0,A
958,2018-01-25,giovedì,27,4,1,86,sole,0,0,-,-,-,-
959,2018-01-26,venerdì,36,6,4,84,sole,0,0,-,-,-,-
960,2018-01-27,sabato,38,8,5,83,sole,0,0,Chievo,Juventus,0-2,A
961,2018-01-28,domenica,40,6,1,87,nebbia ,serie A,0,Spal,Inter,1-1,A
961,2018-01-28,domenica,40,6,1,87,nebbia ,serie A,0,Milan,Lazio,2-1,A
961,2018-01-28,domenica,40,6,1,87,nebbia ,serie A,0,Napoli,Bologna,3-1,A
962,2018-01-30,martedì,21,5,3,95,nebbia ,0,0,-,-,-,-
963,2018-01-31,mercoledì,22,6,5,95,pioggia nebbia ,0,0,-,-,-,-
964,2018-02-01,giovedì,19,7,5,95,pioggia ,0,0,-,-,-,-
965,2018-02-02,venerdì,34,6,4,90,pioggia ,0,0,-,-,-,-
966,2018-02-03,sabato,49,4,4,84,pioggia ,0,0,-,-,-,-
967,2018-02-04,domenica,38,4,-2,75,sole,0,0,-,-,-,-
968,2018-02-06,martedì,25,6,4,69,pioggia ,0,0,-,-,-,-
969,2018-02-07,mercoledì,25,5,4,88,pioggia ,0,0,-,-,-,-
970,2018-02-08,giovedì,26,6,2,85,sole,0,Giovedì Grasso,-,-,-,-
971,2018-02-09,venerdì,31,6,2,87,pioggia nebbia ,0,0,Chievo,Empoli,0-0,A
971,2018-02-09,venerdì,31,6,2,87,pioggia nebbia ,0,0,Lazio,Frosinone,1-0,A
971,2018-02-09,venerdì,31,6,2,87,pioggia nebbia ,0,0,Sampdoria,Napoli,3-0,A
972,2018-02-10,sabato,47,5,1,83,pioggia temporale ,serie A,0,-,-,-,-
973,2018-02-11,domenica,35,4,1,78,sole,0,Carnevale,Napoli,Empoli,5-1,A
974,2018-02-13,martedì,28,4,0,75,sole,0,Martedì Grasso,-,-,-,-
975,2018-02-14,mercoledì,34,2,-3,68,sole,champions,San Valentino,-,-,-,-
976,2018-02-15,giovedì,23,2,-3,68,sole,0,0,-,-,-,-
977,2018-02-16,venerdì,32,3,-2,72,sole,0,0,-,-,-,-
978,2018-02-17,sabato,43,4,-1,76,pioggia ,0,0,Chievo,Cagliari,2-1,A
978,2018-02-17,sabato,43,4,-1,76,pioggia ,0,0,Genoa,Inter,2-0,A
979,2018-02-18,domenica,39,5,4,82,pioggia nebbia ,0,0,Torino,Juventus,0-1,A
979,2018-02-18,domenica,39,5,4,82,pioggia nebbia ,0,0,Napoli,Spal,1-0,A
980,2018-02-20,martedì,16,4,1,66,sole,0,0,-,-,-,-
981,2018-02-21,mercoledì,21,4,1,71,sole,0,0,-,-,-,-
982,2018-02-22,giovedì,26,4,4,72,pioggia ,0,0,-,-,-,-
983,2018-02-23,venerdì,24,5,3,78,pioggia ,0,0,-,-,-,-
984,2018-02-24,sabato,39,6,4,75,pioggia ,0,0,Inter,Benevento,2-0,A
985,2018-02-25,domenica,38,2,0,58,sole,0,0,Sassuolo,Lazio,0-3,A
985,2018-02-25,domenica,38,2,0,58,sole,0,0,Fiorentina,Chievo,1-0,A
986,2018-02-27,martedì,25,-3,-6,62,sole,0,0,-,-,-,-
987,2018-02-28,mercoledì,19,-3,-5,68,sole,0,0,-,-,-,-
988,2018-03-02,venerdì,38,-1,-2,96,pioggia neve ,0,0,Inter,Crotone,1-1,A
989,2018-03-03,sabato,51,1,-1,95,pioggia neve nebbia ,0,0,Lazio,Juventus,0-1,A
989,2018-03-03,sabato,51,1,-1,95,pioggia neve nebbia ,0,0,Napoli,Roma,2-4,A
990,2018-03-04,domenica,40,2,0,96,nebbia ,serie A,0,-,-,-,-
991,2018-03-06,martedì,23,6,4,94,pioggia nebbia ,0,0,-,-,-,-
992,2018-03-07,mercoledì,25,7,3,89,pioggia nebbia ,0,0,-,-,-,-
993,2018-03-08,giovedì,32,8,1,70,sole,champions,0,-,-,-,-
994,2018-03-09,venerdì,28,9,2,75,sole,0,0,-,-,-,-
995,2018-03-10,sabato,56,9,8,87,pioggia ,0,0,-,-,-,-
996,2018-03-11,domenica,31,9,8,93,pioggia ,0,0,Juventus,Cagliari,3-1,A
996,2018-03-11,domenica,31,9,8,93,pioggia ,0,0,Inter,Genoa,5-0,A
997,2018-03-13,martedì,27,10,5,81,pioggia temporale nebbia ,0,0,-,-,-,-
998,2018-03-14,mercoledì,21,9,4,85,nebbia ,0,0,Juventus,Atalanta,2-0,A
999,2018-03-15,giovedì,24,8,5,87,pioggia nebbia ,serie A,0,-,-,-,-
1000,2018-03-16,venerdì,33,10,7,76,pioggia ,0,0,-,-,-,-
1001,2018-03-17,sabato,51,9,8,86,pioggia ,0,0,Spal,Juventus,0-0,A
1002,2018-03-18,domenica,38,8,6,78,pioggia ,serie A,0,Sampdoria,Inter,0-5,A
1002,2018-03-18,domenica,38,8,6,78,pioggia ,serie A,0,Lazio,Bologna,1-1,A
1002,2018-03-18,domenica,38,8,6,78,pioggia ,serie A,0,Napoli,Genoa,1-0,A
1002,2018-03-18,domenica,38,8,6,78,pioggia ,serie A,0,Milan,Chievo,3-2,A
1003,2018-03-20,martedì,16,6,3,76,pioggia nebbia ,0,0,-,-,-,-
1004,2018-03-21,mercoledì,25,6,3,49,sole,0,0,-,-,-,-
1005,2018-03-22,giovedì,28,5,0,51,sole,0,0,-,-,-,-
1006,2018-03-23,venerdì,31,6,0,60,sole,0,0,-,-,-,-
1007,2018-03-24,sabato,45,8,1,58,sole,0,0,-,-,-,-
1008,2018-03-25,domenica,29,9,5,58,sole,0,Domenica delle Palme,-,-,-,-
1009,2018-03-27,martedì,22,12,6,53,sole,0,0,-,-,-,-
1010,2018-03-28,mercoledì,21,13,4,62,sole,0,0,-,-,-,-
1011,2018-03-29,giovedì,28,12,10,76,pioggia ,0,0,-,-,-,-
1012,2018-03-30,venerdì,19,13,8,74,pioggia temporale ,0,0,-,-,-,-
1013,2018-03-31,sabato,31,10,8,80,pioggia ,0,0,Sassuolo,Napoli,1-1,A
1013,2018-03-31,sabato,31,10,8,80,pioggia ,0,0,Chievo,Sampdoria,2-1,A
1013,2018-03-31,sabato,31,10,8,80,pioggia ,0,0,Inter,Verona,3-0,A
1013,2018-03-31,sabato,31,10,8,80,pioggia ,0,0,Juventus,Milan,3-1,A
1013,2018-03-31,sabato,31,10,8,80,pioggia ,0,0,Lazio,Benevento,6-2,A
1014,2018-04-03,martedì,21,12,6,72,sole,0,0,-,-,-,-
1015,2018-04-04,mercoledì,20,11,9,83,sole,champions,0,Milan,Inter,0-0,A
1015,2018-04-04,mercoledì,20,11,9,83,sole,champions,0,Chievo,Sassuolo,1-1,A
1016,2018-04-05,giovedì,13,13,9,82,sole,0,0,-,-,-,-
1017,2018-04-06,venerdì,28,13,6,80,sole,0,0,-,-,-,-
1018,2018-04-07,sabato,42,14,9,70,sole,0,0,-,-,-,-
1019,2018-04-08,domenica,39,14,8,58,sole,serie A,0,-,-,-,-
1020,2018-04-10,martedì,29,13,9,86,sole,0,0,-,-,-,-
1021,2018-04-11,mercoledì,27,11,6,87,sole,0,0,Chievo,Sassuolo,0-2,A
1021,2018-04-11,mercoledì,27,11,6,87,sole,0,0,Lazio,Spal,4-1,A
1022,2018-04-12,giovedì,31,14,13,80,sole,champions,0,-,-,-,-
1023,2018-04-13,venerdì,30,13,7,74,sole,0,0,-,-,-,-
1024,2018-04-14,sabato,30,16,8,60,sole,0,0,Atalanta,Inter,0-0,A
1024,2018-04-14,sabato,30,16,8,60,sole,0,0,Chievo,Torino,0-0,A
1025,2018-04-15,domenica,39,15,10,74,sole,0,0,Milan,Napoli,0-0,A
1025,2018-04-15,domenica,39,15,10,74,sole,0,0,Lazio,Roma,0-0,A
1025,2018-04-15,domenica,39,15,10,74,sole,0,0,Juventus,Sampdoria,3-0,A
1026,2018-04-17,martedì,21,18,12,68,sole,0,0,Inter,Cagliari,4-0,A
1027,2018-04-18,mercoledì,17,19,12,60,sole,0,0,Spal,Chievo,0-0,A
1027,2018-04-18,mercoledì,17,19,12,60,sole,0,0,Crotone,Juventus,1-1,A
1027,2018-04-18,mercoledì,17,19,12,60,sole,0,0,Fiorentina,Lazio,3-4,A
1027,2018-04-18,mercoledì,17,19,12,60,sole,0,0,Napoli,Udinese,4-2,A
1028,2018-04-19,giovedì,32,21,13,43,sole,serie A,0,-,-,-,-
1029,2018-04-20,venerdì,28,20,11,55,sole,0,0,-,-,-,-
1030,2018-04-21,sabato,32,20,11,53,sole,0,0,-,-,-,-
1031,2018-04-22,domenica,30,20,12,52,sole,0,0,Juventus,Napoli,0-1,A
1031,2018-04-22,domenica,30,20,12,52,sole,0,0,Chievo,Inter,1-2,A
1031,2018-04-22,domenica,30,20,12,52,sole,0,0,Lazio,Sampdoria,4-0,A
1032,2018-04-24,martedì,24,19,12,67,sole,0,0,-,-,-,-
1033,2018-04-25,mercoledì,33,20,13,66,sole,0,Anniversario della Liberazione,-,-,-,-
1034,2018-04-26,giovedì,22,20,13,67,sole,0,0,-,-,-,-
1035,2018-04-27,venerdì,17,19,15,55,sole,0,0,-,-,-,-
1036,2018-04-28,sabato,34,19,11,61,sole,0,0,Inter,Juventus,2-3,A
1036,2018-04-28,sabato,34,19,11,61,sole,0,0,Roma,Chievo,4-1,A
1037,2018-04-29,domenica,43,20,14,62,sole,0,0,Torino,Lazio,0-1,A
1037,2018-04-29,domenica,43,20,14,62,sole,0,0,Fiorentina,Napoli,3-0,A
1038,2018-04-30,lunedì,24,18,12,57,sole,0,0,-,-,-,-
1039,2018-05-01,martedì,34,15,9,59,pioggia ,0,Festa dei Lavoratori,Chievo,Udinese,1-1,A
1039,2018-05-01,martedì,34,15,9,59,pioggia ,0,Festa dei Lavoratori,Fiorentina,Inter,1-1,A
1040,2018-05-02,mercoledì,27,14,11,82,pioggia ,0,0,Lazio,Genoa,1-2,A
1041,2018-05-03,giovedì,17,17,12,81,pioggia temporale ,0,0,-,-,-,-
1042,2018-05-04,venerdì,28,18,14,79,pioggia temporale ,0,0,-,-,-,-
1043,2018-05-05,sabato,47,19,13,74,sole,0,0,Juventus,Bologna,3-1,A
1044,2018-05-06,domenica,46,21,15,69,pioggia temporale ,serie A,0,-,-,-,-
1045,2018-05-08,martedì,29,20,14,68,pioggia temporale ,0,0,-,-,-,-
1046,2018-05-09,mercoledì,30,18,13,71,pioggia temporale ,0,0,-,-,-,-
1047,2018-05-10,giovedì,32,18,14,77,pioggia ,0,0,-,-,-,-
1048,2018-05-11,venerdì,44,18,13,79,pioggia temporale ,0,0,-,-,-,-
1049,2018-05-12,sabato,33,21,15,69,sole,0,0,-,-,-,-
1050,2018-05-13,domenica,40,19,15,77,pioggia temporale ,0,Festa della Mamma,Roma,Juventus,0-0,A
1050,2018-05-13,domenica,40,19,15,77,pioggia temporale ,0,Festa della Mamma,Sampdoria,Napoli,0-2,A
1050,2018-05-13,domenica,40,19,15,77,pioggia temporale ,0,Festa della Mamma,Bologna,Chievo,1-2,A
1050,2018-05-13,domenica,40,19,15,77,pioggia temporale ,0,Festa della Mamma,Crotone,Lazio,2-2,A
1051,2018-05-15,martedì,26,13,10,81,pioggia ,0,0,-,-,-,-
1052,2018-05-16,mercoledì,26,15,8,76,sole,0,0,-,-,-,-
1053,2018-05-17,giovedì,36,16,13,79,pioggia temporale ,0,0,-,-,-,-
1054,2018-05-18,venerdì,25,18,11,71,pioggia temporale ,0,0,-,-,-,-
1055,2018-05-19,sabato,34,20,13,61,sole,0,0,Juventus,Verona,2-1,A
1056,2018-05-20,domenica,40,20,13,59,sole,serie A,Pentecoste,Chievo,Benevento,1-0,A
1056,2018-05-20,domenica,40,20,13,59,sole,serie A,Pentecoste,Lazio,Inter,2-3,A
1056,2018-05-20,domenica,40,20,13,59,sole,serie A,Pentecoste,Napoli,Crotone,2-1,A
1057,2018-05-22,martedì,30,17,16,84,pioggia ,0,0,-,-,-,-
1058,2018-05-23,mercoledì,31,18,14,83,pioggia temporale nebbia ,0,0,-,-,-,-
1059,2018-05-24,giovedì,20,22,17,70,sole,0,0,-,-,-,-
1060,2018-05-25,venerdì,39,23,15,68,sole,0,0,-,-,-,-
1061,2018-05-26,sabato,37,24,18,62,sole,0,0,-,-,-,-
1062,2018-05-27,domenica,45,24,20,65,pioggia temporale ,0,0,-,-,-,-
1063,2018-05-29,martedì,30,23,19,73,pioggia temporale ,0,0,-,-,-,-
1064,2018-05-30,mercoledì,30,23,19,74,pioggia ,0,0,-,-,-,-
1065,2018-05-31,giovedì,28,23,19,72,pioggia temporale ,0,0,-,-,-,-
1066,2018-06-01,venerdì,23,25,20,56,sole,0,0,Cagliari,Juventus,0-1,A
1066,2018-06-01,venerdì,23,25,20,56,sole,0,0,Napoli,Verona,2-0,A
1066,2018-06-01,venerdì,23,25,20,56,sole,0,0,Spal,Lazio,2-5,A
1067,2018-06-02,sabato,34,23,16,63,sole,0,Festa della Repubblica,-,-,-,-
1068,2018-06-03,domenica,42,24,15,63,sole,0,0,-,-,-,-
1069,2018-06-05,martedì,24,23,16,68,sole,0,0,Udinese,Inter,0-4,A
1069,2018-06-05,martedì,24,23,16,68,sole,0,0,Lazio,Atalanta,1-1,A
1069,2018-06-05,martedì,24,23,16,68,sole,0,0,Chievo,Crotone,2-1,A
1069,2018-06-05,martedì,24,23,16,68,sole,0,0,Napoli,Torino,2-2,A
1070,2018-06-06,mercoledì,30,23,16,70,sole,0,0,-,-,-,-
1071,2018-06-07,giovedì,32,23,19,72,sole,0,0,-,-,-,-
1072,2018-06-08,venerdì,22,21,17,80,sole,0,0,-,-,-,-
1073,2018-06-09,sabato,34,23,16,69,sole,0,0,-,-,-,-
1074,2018-06-10,domenica,33,25,18,68,sole,0,0,Udinese,Juventus,0-2,A
1075,2018-06-12,martedì,33,23,18,73,sole,0,0,-,-,-,-
1076,2018-06-13,mercoledì,18,22,17,71,sole,0,0,-,-,-,-
1077,2018-06-14,giovedì,34,23,19,59,sole,0,0,-,-,-,-
1078,2018-06-15,venerdì,22,22,16,60,sole,0,0,-,-,-,-
1079,2018-06-16,sabato,29,23,16,56,sole,0,0,-,-,-,-
1080,2018-06-17,domenica,43,25,18,56,sole,0,0,-,-,-,-
1081,2018-06-19,martedì,25,25,19,58,sole,0,0,-,-,-,-
1082,2018-06-20,mercoledì,25,26,21,55,sole,0,0,-,-,-,-
1083,2018-06-21,giovedì,26,26,19,61,sole,0,0,-,-,-,-
1084,2018-06-22,venerdì,26,22,20,72,sole,0,0,-,-,-,-
1085,2018-06-23,sabato,32,21,18,50,sole,0,0,-,-,-,-
1086,2018-06-24,domenica,39,21,14,53,sole,0,0,-,-,-,-
1087,2018-06-26,martedì,29,22,15,54,sole,0,0,-,-,-,-
1088,2018-06-27,mercoledì,24,21,15,59,sole,0,0,-,-,-,-
1089,2018-06-28,giovedì,23,22,14,55,sole,0,0,-,-,-,-
1090,2018-06-29,venerdì,26,25,17,49,sole,0,0,-,-,-,-
1091,2018-06-30,sabato,22,26,18,54,sole,0,0,-,-,-,-
1092,2018-07-01,domenica,42,25,22,62,sole,0,0,-,-,-,-
1093,2018-07-03,martedì,30,25,20,69,sole,0,0,-,-,-,-
1094,2018-07-04,mercoledì,25,24,19,67,sole,0,0,Benevento,Juventus,2-4,A
1095,2018-07-05,giovedì,27,26,21,59,sole,0,0,-,-,-,-
1096,2018-07-06,venerdì,34,23,17,67,sole,0,0,-,-,-,-
1097,2018-07-07,sabato,39,25,16,55,sole,0,0,-,-,-,-
1098,2018-07-08,domenica,31,25,18,56,sole,0,0,-,-,-,-
1099,2018-07-10,martedì,26,26,21,54,sole,0,0,Lazio,Fiorentina,1-0,A
1099,2018-07-10,martedì,26,26,21,54,sole,0,0,Spal,Inter,1-2,A
1099,2018-07-10,martedì,26,26,21,54,sole,0,0,Napoli,Sassuolo,2-0,A
1099,2018-07-10,martedì,26,26,21,54,sole,0,0,Milan,Chievo,3-1,A
1100,2018-07-11,mercoledì,30,21,18,79,sole,0,0,-,-,-,-
1101,2018-07-12,giovedì,24,24,19,71,sole,0,0,Juventus,Inter,1-0,A
1102,2018-07-13,venerdì,26,25,19,70,sole,0,0,-,-,-,-
1103,2018-07-14,sabato,34,27,20,63,sole,0,0,-,-,-,-
1104,2018-07-15,domenica,47,26,19,63,sole,0,0,-,-,-,-
1105,2018-07-17,martedì,27,24,16,71,sole,0,0,-,-,-,-
1106,2018-07-18,mercoledì,27,26,18,52,sole,0,0,-,-,-,-
1107,2018-07-19,giovedì,25,26,10,59,sole,0,0,-,-,-,-
1108,2018-07-20,venerdì,24,26,10,59,sole,0,0,-,-,-,-
1109,2018-07-21,sabato,31,23,18,72,sole,0,0,-,-,-,-
1110,2018-07-22,domenica,35,25,18,68,sole,0,0,-,-,-,-
1111,2018-07-24,martedì,23,26,19,60,sole,0,0,-,-,-,-
1112,2018-07-25,mercoledì,24,27,20,63,sole,0,0,-,-,-,-
1113,2018-07-26,giovedì,28,25,19,66,sole,0,0,-,-,-,-
1114,2018-07-27,venerdì,25,26,19,61,sole,0,0,-,-,-,-
1115,2018-07-28,sabato,30,27,20,64,sole,0,0,-,-,-,-
1116,2018-07-29,domenica,40,27,20,65,sole,0,0,-,-,-,-
1117,2018-07-31,martedì,32,29,22,61,sole,0,0,-,-,-,-
1118,2018-08-01,mercoledì,27,30,24,59,sole,0,0,-,-,-,-
1119,2018-08-02,giovedì,31,27,21,71,sole,0,0,-,-,-,-
1120,2018-08-03,venerdì,27,28,23,64,sole,0,0,-,-,-,-
1121,2018-08-04,sabato,32,28,23,62,sole,0,0,Torino,Inter,1-0,A
1121,2018-08-04,sabato,32,28,23,62,sole,0,0,Udinese,Lazio,1-2,A
1121,2018-08-04,sabato,32,28,23,62,sole,0,0,Napoli,Chievo,2-1,A
1122,2018-08-05,domenica,37,29,23,61,sole,0,0,-,-,-,-
1123,2018-08-07,martedì,25,28,22,59,sole,0,0,-,-,-,-
1124,2018-08-08,mercoledì,26,27,22,65,sole,0,0,-,-,-,-
1125,2018-08-09,giovedì,31,27,21,65,sole,0,0,-,-,-,-
1126,2018-08-10,venerdì,24,25,19,69,sole,0,0,-,-,-,-
1127,2018-08-11,sabato,22,27,21,64,sole,0,0,-,-,-,-
1128,2018-08-12,domenica,30,27,23,57,sole,0,0,Lazio,Sampdoria,2-2,A
1128,2018-08-12,domenica,30,27,23,57,sole,0,0,Napoli,Frosinone,4-0,A
1129,2018-08-14,martedì,26,21,20,87,sole,0,0,-,-,-,-
1130,2018-08-16,giovedì,21,25,21,54,sole,0,0,-,-,-,-
1131,2018-08-17,venerdì,25,25,18,55,sole,0,0,-,-,-,-
1132,2018-08-18,sabato,17,26,19,56,sole,0,0,Lazio,Napoli,1-2,A
1132,2018-08-18,sabato,17,26,19,56,sole,0,0,Chievo,Juventus,2-3,A
1133,2018-08-19,domenica,27,28,21,50,sole,serie A,0,Sassuolo,Inter,1-0,A
1134,2018-08-21,martedì,31,28,21,48,sole,0,0,-,-,-,-
1135,2018-08-22,mercoledì,22,27,19,52,sole,0,0,-,-,-,-
1136,2018-08-23,giovedì,22,27,20,55,sole,0,0,-,-,-,-
1137,2018-08-24,venerdì,30,26,19,59,sole,0,0,-,-,-,-
1138,2018-08-25,sabato,38,21,18,81,sole,0,0,Juventus,Lazio,2-0,A
1138,2018-08-25,sabato,38,21,18,81,sole,0,0,Napoli,Milan,3-2,A
1139,2018-08-26,domenica,39,19,15,64,sole,serie A,0,Inter,Torino,2-2,A
1139,2018-08-26,domenica,39,19,15,64,sole,serie A,0,Fiorentina,Chievo,6-1,A
1140,2018-08-28,martedì,27,21,13,58,sole,0,0,-,-,-,-
1141,2018-08-29,mercoledì,29,23,16,53,sole,0,0,-,-,-,-
1142,2018-08-30,giovedì,21,24,18,58,sole,0,0,-,-,-,-
1143,2018-08-31,venerdì,33,22,19,71,sole,0,0,-,-,-,-
1144,2018-09-01,sabato,41,19,16,83,pioggia temporale ,0,0,-,-,-,-
1145,2018-09-02,domenica,42,18,16,86,pioggia ,serie A,0,Fiorentina,Juventus,0-2,A
1146,2018-09-04,martedì,25,20,13,71,sole,0,0,-,-,-,-
1147,2018-09-05,mercoledì,31,21,16,71,sole,0,0,-,-,-,-
1148,2018-09-06,giovedì,29,22,17,70,pioggia temporale ,0,0,-,-,-,-
1149,2018-09-07,venerdì,32,21,19,84,pioggia temporale ,0,0,-,-,-,-
1150,2018-09-08,sabato,36,22,16,75,sole,0,0,-,-,-,-
1151,2018-09-09,domenica,35,22,16,70,sole,0,0,-,-,-,-
1152,2018-09-11,martedì,25,23,18,71,sole,0,0,-,-,-,-
1153,2018-09-12,mercoledì,24,25,19,70,sole,0,0,Parma,Chievo,1-1,A
1154,2018-09-13,giovedì,35,24,19,75,sole,0,0,-,-,-,-
1155,2018-09-14,venerdì,27,23,18,74,sole,0,0,-,-,-,-
1156,2018-09-15,sabato,35,23,19,73,pioggia temporale ,0,0,Inter,Parma,0-1,A
1156,2018-09-15,sabato,35,23,19,73,pioggia temporale ,0,0,Napoli,Fiorentina,1-0,A
1157,2018-09-16,domenica,40,22,17,74,sole,0,0,Empoli,Lazio,0-1,A
1157,2018-09-16,domenica,40,22,17,74,sole,0,0,Roma,Chievo,2-2,A
1157,2018-09-16,domenica,40,22,17,74,sole,0,0,Juventus,Sassuolo,2-1,A
1158,2018-09-18,martedì,26,22,19,73,sole,0,0,-,-,-,-
1159,2018-09-19,mercoledì,37,22,16,76,sole,0,0,-,-,-,-
1160,2018-09-20,giovedì,26,23,17,72,sole,champions,0,-,-,-,-
1161,2018-09-21,venerdì,37,23,16,69,sole,0,0,-,-,-,-
1162,2018-09-22,sabato,39,22,16,73,sole,0,0,Sampdoria,Inter,0-1,A
1163,2018-09-23,domenica,40,21,15,74,sole,0,0,Chievo,Udinese,0-2,A
1163,2018-09-23,domenica,40,21,15,74,sole,0,0,Frosinone,Juventus,0-2,A
1163,2018-09-23,domenica,40,21,15,74,sole,0,0,Torino,Napoli,1-3,A
1163,2018-09-23,domenica,40,21,15,74,sole,0,0,Lazio,Genoa,4-1,A
1164,2018-09-25,martedì,31,16,10,43,sole,0,0,Inter,Fiorentina,2-1,A
1165,2018-09-26,mercoledì,29,14,10,49,sole,0,0,Udinese,Lazio,1-2,A
1165,2018-09-26,mercoledì,29,14,10,49,sole,0,0,Genoa,Chievo,2-0,A
1165,2018-09-26,mercoledì,29,14,10,49,sole,0,0,Juventus,Bologna,2-0,A
